# YTID,start_seconds,end_seconds,event_label
-PxKG8B2bjY,350.0,360.0,['Fireworks']
-Q627jiB2R8,70.0,80.0,['Fireworks']
-Q6vVTbV9Ps,350.0,360.0,['Fireworks']
-QSTEXFuNZs,0.0,10.0,['Bark']
-QZXNh_7Scg,30.0,40.0,['Scratching_(performance technique)']
-Qi8YQ7dabQ,130.0,140.0,['Scratching_(performance technique)']
-R0H-F4VZrI,0.0,10.0,['Cheering']
-RP1-cUHLT8,22.0,32.0,['Meow']
-RTIZIPI01A,20.0,30.0,['Shout']
-RsXgg4ewww,10.0,20.0,['Burping_and_eructation']
-S4ApBVg1pI,340.0,350.0,['Cheering']
-SCI9oHQ48U,130.0,140.0,['Fireworks']
-SL5sFIuhtg,30.0,40.0,['Bark']
-SLFSGPQuXc,12.0,22.0,['Fireworks']
-SXOas35DZY,26.0,36.0,['Burping_and_eructation']
-Sz4z0QwEuM,20.0,30.0,['Burping_and_eructation']
-T1Jan8xzhI,160.0,170.0,['Cheering']
-THYRau6Prs,220.0,230.0,['Cough']
-TOKz6Y7fYc,4.0,14.0,['Cheering']
-TYGdSo47xo,30.0,40.0,['Meow']
-TbcaCBA0pI,50.0,60.0,['Cough']
-TeARD8d-T0,4.0,14.0,['Burping_and_eructation']
-Tm4SYvYEYc,0.0,10.0,['Cheering']
-TnJ-nSaDU0,30.0,40.0,['Scratching_(performance technique)']
-To6idy1w68,110.0,120.0,['Bark']
-U-XppQTg9c,30.0,40.0,['Scratching_(performance technique)']
-U4LYa47FUU,40.0,50.0,['Camera']
-UEvf0cLi0E,30.0,40.0,['Meow']
-U_T33UO3pc,400.0,410.0,['Bark']
-UubaEEMA4Q,30.0,40.0,['Bark']
-VMDgIjlALE,10.0,20.0,['Cheering']
-VNWh9HW6Dw,430.0,440.0,['Fireworks']
-VbTE2bPuyw,210.0,220.0,['Cough']
-Vi2oRe-3qo,16.0,26.0,['Meow']
-VxOa2lmTuI,30.0,40.0,['Cheering']
-W0tpODVUfQ,30.0,40.0,['Bark']
-W3z8vTg2ko,5.0,15.0,['Meow']
-W7fVjhTeeA,30.0,40.0,['Meow']
-WE3eMj91tI,19.0,29.0,['Meow']
-WLikmgtyw0,20.0,30.0,['Fireworks']
-WlGfYXJ6rw,420.0,430.0,['Shout']
-Ww0WfVNlic,30.0,40.0,['Cheering']
-XGut2JYyO0,0.0,10.0,['Fireworks']
-XQGRj-iuRk,30.0,40.0,['Meow']
-XW7n5RLvxY,20.0,30.0,['Cheering']
-XZsrkx1QTg,100.0,110.0,['Bark']
-XqeVWl2Tpw,180.0,190.0,['Fireworks']
-Xw4iIWAOkA,0.0,10.0,['Shout']
-YN84Q2_jg4,260.0,270.0,['Scratching_(performance technique)']
-YOjIgYspsY,30.0,40.0,['Cheering']
-YPLUYrPlD4,30.0,40.0,['Meow']
-YPN2z0DTDM,40.0,50.0,['Scratching_(performance technique)']
-YpovYcGB4I,12.0,22.0,['Meow']
-Z0yjRccfSY,17.0,27.0,['Bark']
-Z2jaqldYek,50.0,60.0,['Cheering']
-ZBKA57bVj8,20.0,30.0,['Bark']
-ZEamy4EmwA,30.0,40.0,['Cheering']
-ZWgW2EKKEg,100.0,110.0,['Cheering']
-Z_1FmFCZoA,0.0,10.0,['Shout']
-Zjgm_sZd10,0.0,4.0,['Doorbell']
-Zy6BA2R5nw,30.0,40.0,['Cheering']
-_8E5aDUqas,30.0,40.0,['Meow']
-_JNLl_J-_A,13.0,23.0,['Meow']
-_QEsMNMSnw,30.0,40.0,['Meow']
-_RgQWbm61k,30.0,40.0,['Cheering']
-__L3T1Yv_4,330.0,340.0,['Fireworks']
-_doikqlNSY,30.0,40.0,['Meow']
-_i9U5OmjSw,30.0,40.0,['Meow']
-_lapPXeiiw,150.0,160.0,['Camera']
-_mJl31MZtI,10.0,20.0,['Bark']
-_x0BL0DWBw,120.0,130.0,['Fireworks']
-a8Xvz4wA30,0.0,10.0,['Fireworks']
-aSVywPn1f4,30.0,40.0,['Cheering']
-aY64NxBVas,480.0,490.0,['Shout']
-ajL6iIMvZ4,280.0,290.0,['Scratching_(performance technique)']
-ar8YrKbs0o,60.0,70.0,['Fireworks']
-b3inaM8l70,20.0,30.0,['Meow']
-bUFzBa8rKw,100.0,110.0,['Cheering']
-bVfRhfALDw,60.0,70.0,['Bark']
-bZrDCS8KAg,70.0,80.0,['Cough']
-byEdsgvThc,16.0,26.0,['Scratching_(performance technique)']
-c0wTRgYfSI,30.0,40.0,['Meow']
-c4IXBaZpTI,230.0,240.0,['Shatter']
-ctZd83WI7s,140.0,150.0,['Scratching_(performance technique)']
-d1RzdKrXjY,30.0,40.0,['Scratching_(performance technique)']
-dCb0BZs9qs,120.0,130.0,['Cheering']
-dFC3TpY0x8,30.0,40.0,['Burping_and_eructation']
-dFuLNl1yKc,30.0,40.0,['Burping_and_eructation']
-dVc1dU3Qv4,30.0,40.0,['Cheering']
-e1Ek_4-Neo,3.0,13.0,['Meow']
-eMje2tZKTo,10.0,20.0,['Cheering']
-eUt1V7Pais,10.0,20.0,['Shatter']
-eVFKkwPRRI,20.0,30.0,['Scratching_(performance technique)']
-efUbUKqL3w,130.0,140.0,['Scratching_(performance technique)']
-ej17LDVOJc,22.0,32.0,['Meow']
-ej81N6Aqo4,0.0,8.0,['Cough']
-elXTA-XvSM,0.0,10.0,['Fireworks']
-eqghuU6FRw,11.0,21.0,['Meow']
-eqnuilNnAM,40.0,50.0,['Camera']
-etr03BsiO0,40.0,50.0,['Cheering']
-f4mhC6iEQg,440.0,450.0,['Bark']
-fKwciZMwKA,90.0,100.0,['Bark']
-fPhusMOnME,30.0,40.0,['Cheering']
-fjg3-sh_Wg,30.0,40.0,['Cheering']
-fl-wtFzC44,7.0,17.0,['Meow']
-fv5Xsewdw4,10.0,20.0,['Scratching_(performance technique)']
-gOiZP7fXoE,20.0,30.0,['Cheering']
-g_C2ZREHdo,0.0,10.0,['Cheering']
-gjkTeMBks8,50.0,60.0,['Fireworks']
-gvLnl1smfs,90.0,100.0,['Cough']
-hMgRq33nFI,30.0,40.0,['Burping_and_eructation']
-hYB8AsSVuc,30.0,40.0,['Burping_and_eructation']
-hbIQRl_Z58,30.0,40.0,['Meow']
-hd9jp0IPtE,10.0,20.0,['Burping_and_eructation']
-hjLbaGh5ZA,22.0,32.0,['Meow']
-hmxj4RXeeE,10.0,20.0,['Bark']
-hqM85LZw7c,20.0,30.0,['Bark']
-hu5q-Nn4BM,70.0,80.0,['Cough']
-iOW_HtK5iM,110.0,120.0,['Church_bell']
-iZZjLiyoK8,30.0,40.0,['Cheering']
-iijak82s6k,29.0,39.0,['Burping_and_eructation']
-ikrSfqB0LU,0.0,3.0,['Doorbell']
-iyyB8g8cWM,40.0,50.0,['Scratching_(performance technique)']
-j8vGmhwBQA,50.0,60.0,['Burping_and_eructation']
-jCjwUJU0aY,10.0,20.0,['Cheering']
-jLQkyDhIxw,10.0,20.0,['Cough']
-jRk9-Y_Fp0,30.0,40.0,['Burping_and_eructation']
-jZav58HEOw,50.0,60.0,['Cough']
-jc0RWAooVI,0.0,10.0,['Bark']
-jihGNo4UkI,7.0,17.0,['Meow']
-kBV91oPpis,0.0,10.0,['Cheering']
-kCI4kqykqA,210.0,220.0,['Scratching_(performance technique)']
-kKEV9mrbK4,30.0,40.0,['Meow']
-kaGtgIW35I,30.0,40.0,['Cheering']
-kb7je994aY,30.0,40.0,['Cheering']
-kfR_d-PTdw,30.0,40.0,['Meow']
-kiVAKf_SJA,30.0,40.0,['Meow']
-kjnE0hJPjs,270.0,280.0,['Shout']
-kngohODefw,470.0,480.0,['Doorbell']
-l5NKg-E3N4,60.0,70.0,['Cheering']
-leVhma9zaA,570.0,580.0,['Church_bell']
-ltwWPplUzg,30.0,40.0,['Meow']
-lwNEw-ZXlQ,10.0,20.0,['Bark']
-m5_bv5iQwI,30.0,40.0,['Meow']
-m7edhWNmd0,30.0,40.0,['Cheering']
-mAA61fsgA0,150.0,160.0,['Cheering']
-mGX2wYBZlY,70.0,80.0,['Shatter']
-mIg_JJe88s,30.0,40.0,['Meow']
-mSwjIS8V3M,0.0,10.0,['Bark']
-m_rnUuUliM,3.0,13.0,['Meow']
-mdPX2djAUY,10.0,20.0,['Bark']
-mgZwQrSyjE,6.0,16.0,['Scratching_(performance technique)']
-mlWcker_3o,30.0,40.0,['Church_bell']
-mtTSO6FhSA,10.0,20.0,['Bark']
-n1tq0OD9PE,90.0,100.0,['Fireworks']
-n5hYIULn18,30.0,40.0,['Fireworks']
-n6rtB7rMuo,30.0,40.0,['Bark']
-nBJVvyLiK8,10.0,20.0,['Meow']
-nbyQ5k5aFQ,30.0,40.0,['Meow']
-niT5wKbFOo,10.0,20.0,['Bark']
-nvJc7KvBJ8,30.0,40.0,['Bark']
-o--HwEjHGM,160.0,170.0,['Shout']
-o2vmOibWF4,310.0,320.0,['Cough']
-oRsIHLRon8,30.0,40.0,['Cheering']
-pEkOBGWRe0,0.0,10.0,['Fireworks']
-pSXI8C6W-4,70.0,80.0,['Shout']
-pd7_XFFy0A,100.0,110.0,['Bark']
-pxKb7MGnec,40.0,50.0,['Fireworks']
-q0y6JA_z_o,170.0,180.0,['Cheering']
-qKFdM1lBe8,100.0,110.0,['Burping_and_eructation']
-qPuyTTYzVk,30.0,40.0,['Church_bell']
-qkd62PtuiQ,230.0,240.0,['Cheering']
-r7foRuzOuc,70.0,80.0,['Bark']
-r9CUTEa8wM,30.0,40.0,['Meow']
-rJHkg4uOpw,50.0,60.0,['Scratching_(performance technique)']
-rPJ7Wsc0DM,30.0,40.0,['Bark']
-rUsIC2Us0I,170.0,180.0,['Cheering']
-rZs9OJ21mk,0.0,10.0,['Meow']
-rmOft3pLdA,0.0,10.0,['Scratching_(performance technique)']
-rwT6vwL3ZU,290.0,300.0,['Fireworks']
-s9JdBpCugE,410.0,420.0,['Cheering']
-sTnP0BeOS4,30.0,40.0,['Meow']
-snCcoMMbko,250.0,260.0,['Scratching_(performance technique)']
-szeMToBrRE,60.0,70.0,['Cough']
-t4SOUr5Ulw,21.0,31.0,['Meow']
-t9fkovq89Y,90.0,100.0,['Meow']
-tPtpv32DZw,10.0,20.0,['Bark']
-tl2xB1RYcs,330.0,340.0,['Scratching_(performance technique)']
-tq5uzxkOIE,30.0,40.0,['Cheering']
-ttKN5Ba368,30.0,40.0,['Meow']
-tvrWGyzObY,4.0,14.0,['Meow']
-uIruvLkcjo,30.0,40.0,['Meow']
-ugtQOTQMxM,30.0,40.0,['Meow']
-v2ycwe-Nds,26.0,36.0,['Cheering']
-v3a0omUhB0,160.0,170.0,['Shout']
-v7RsB3lMyg,13.0,23.0,['Meow']
-vGsupOhgx4,50.0,60.0,['Cheering']
-vMSPJXIhB4,340.0,350.0,['Camera']
-vODXlPUia0,200.0,210.0,['Scratching_(performance technique)']
-vXLCUdVc1M,30.0,40.0,['Cheering']
-vu4jJkffMw,80.0,90.0,['Cough']
-vxWG4YoKZM,20.0,30.0,['Camera']
-w-SXDY-wNI,500.0,510.0,['Church_bell']
-w3qkf-V-PY,30.0,40.0,['Meow']
-wIX6K_rGp8,560.0,570.0,['Scratching_(performance technique)']
-wJnANMUUeU,110.0,120.0,['Shout']
-wR66VdEje4,230.0,240.0,['Fireworks']
-wRedKD2D_0,230.0,240.0,['Scratching_(performance technique)']
-wW_nszZCpc,5.0,15.0,['Fireworks']
-wZzftkiRRg,60.0,70.0,['Bark']
-waN8LN32ZQ,110.0,120.0,['Cheering']
-xElAkiDkY8,100.0,110.0,['Fireworks']
-xStUW7OHc4,100.0,110.0,['Scratching_(performance technique)']
-xct-MEGsh8,30.0,40.0,['Bark']
-xy_iwaQckM,50.0,60.0,['Bark']
-yHUpiR5HMU,30.0,40.0,['Scratching_(performance technique)']
-yJtuj9EuMg,190.0,200.0,['Cough']
-yLnBEF-Kz4,30.0,40.0,['Cheering']
-yRa198NxdI,0.0,6.0,['Meow']
-ySTs0uSDTM,30.0,40.0,['Meow']
-yUTEPUO5E8,160.0,170.0,['Scratching_(performance technique)']
-yktClBEgbk,30.0,40.0,['Bark']
-zEUw6CHQ-Q,30.0,40.0,['Bark']
-zHuXSEZHZE,0.0,10.0,['Bark']
-zXAV9pimB4,30.0,40.0,['Meow']
-zZItrrphYo,240.0,250.0,['Doorbell']
-ztdCX0JY6Y,30.0,40.0,['Cheering']
-zv497BJQTk,20.0,30.0,['Fireworks']
-zy3Xm8sdBA,30.0,40.0,['Meow']
0-0UKKMKiVg,560.0,570.0,['Cheering']
0-85GOTiJEY,400.0,410.0,['Scratching_(performance technique)']
0-KeN5sfo-M,21.0,31.0,['Fireworks']
0-RV3rSj-q8,250.0,260.0,['Scratching_(performance technique)']
0-USZX_YTv4,390.0,400.0,['Cheering']
0-k2doHBhKQ,110.0,120.0,['Fireworks']
0-v_FZn9_T8,0.0,6.0,['Burping_and_eructation']
0-zs3dCBvDE,340.0,350.0,['Cheering']
00CH-HPHv-o,10.0,20.0,['Fireworks']
00OQRfynk6c,20.0,30.0,['Scratching_(performance technique)']
00TpUIR97B4,30.0,40.0,['Meow']
00Yi2Lz3UWc,120.0,130.0,['Scratching_(performance technique)']
00dUipBeYCI,0.0,10.0,['Cheering']
00o8HgbaaGk,60.0,70.0,['Cheering']
015djWravO0,50.0,60.0,['Cheering']
0174CGJr3ys,30.0,40.0,['Cheering']
017ouLQvpXk,0.0,10.0,['Cheering']
01SvT7xW52E,30.0,40.0,['Cheering']
01SyqYcfsnc,0.0,10.0,['Burping_and_eructation']
025JhagRnlA,140.0,150.0,['Shout']
0292kQJnKos,30.0,40.0,['Cheering']
02DaUDlB82Y,30.0,40.0,['Church_bell']
02Fov8Y7NcQ,120.0,130.0,['Cheering']
02IacAQLR5o,30.0,40.0,['Bark']
02Ux_CdfUiI,20.0,30.0,['Meow']
02dEE23cyGU,2.0,12.0,['Meow']
02sESlzy10E,20.0,30.0,['Bark']
02yUYKuwKQU,40.0,50.0,['Scratching_(performance technique)']
03LzjpuHPT0,30.0,40.0,['Bark']
03RM-Na00zw,21.0,31.0,['Meow']
03nufAWeM4A,50.0,60.0,['Church_bell']
03s1AlZSalE,40.0,50.0,['Scratching_(performance technique)']
03vcFOOD0qE,13.0,23.0,['Meow']
03yEj4oRUjU,90.0,100.0,['Cheering']
03yHjGd5Y6c,40.0,50.0,['Burping_and_eructation']
04MagM7sg2o,390.0,400.0,['Cheering']
04TYhV8SKZ0,30.0,40.0,['Cheering']
04_1N_55VFw,30.0,40.0,['Meow']
04_bFVAHEvQ,50.0,60.0,['Bark']
04eSkMNRbcE,0.0,10.0,['Fireworks']
04u-BMwMoQ8,0.0,10.0,['Camera']
051fzR7DDRA,30.0,40.0,['Burping_and_eructation']
056bjwaug2Y,100.0,110.0,['Cheering']
05G5Xn8JYd4,20.0,30.0,['Burping_and_eructation']
05SbeMRf55o,30.0,40.0,['Meow']
05YBpmCnoOQ,50.0,60.0,['Cough']
05nHWSnbEHQ,0.0,10.0,['Fireworks']
0632OqvXrwg,7.0,17.0,['Meow']
06HsFHobcAQ,200.0,210.0,['Scratching_(performance technique)']
06ToFljnaO4,70.0,80.0,['Scratching_(performance technique)']
06qdRReVxJ0,30.0,40.0,['Bark']
06seVx9COw8,3.0,13.0,['Meow']
077_m7wNT3I,20.0,30.0,['Bark']
07OLpc43-x4,100.0,110.0,['Scratching_(performance technique)']
07SjhI8-C9g,50.0,60.0,['Bark']
07_DscDjfI8,3.0,13.0,['Meow']
07b5-tBXX4E,330.0,340.0,['Scratching_(performance technique)']
07hihaUb9tg,30.0,40.0,['Cheering']
08G7Tj6HnAM,29.0,39.0,['Bark']
08GFUY-gH68,30.0,40.0,['Cheering']
08R27f6Ffdk,6.0,16.0,['Meow']
08kfpTTuYrc,0.0,10.0,['Burping_and_eructation']
09DkZDMByIE,30.0,40.0,['Camera']
09Gyz1iydxE,30.0,40.0,['Meow']
09TLNlko0PI,70.0,80.0,['Scratching_(performance technique)']
0A0xlHVADkw,310.0,320.0,['Church_bell']
0A1yGUCnne0,20.0,30.0,['Cheering']
0A6aYHhGWZ4,30.0,40.0,['Fireworks']
0ADb-RidJ2w,220.0,230.0,['Cheering']
0AQvDc3w0S0,190.0,200.0,['Cheering']
0AWF9zOT8YY,150.0,160.0,['Cough']
0Aa8nNtk-i8,290.0,300.0,['Shout']
0AeGSsHtCq4,20.0,30.0,['Burping_and_eructation']
0Ag0Nd-R60I,60.0,70.0,['Cheering']
0Am7X758-Ek,30.0,40.0,['Meow']
0BKQnf8CZZg,30.0,40.0,['Meow']
0BX5PY3LVTQ,25.0,35.0,['Meow']
0BYLFnzWlmE,110.0,120.0,['Cheering']
0BaMj-LMg1E,20.0,30.0,['Bark']
0BhpzEHIDrA,0.0,10.0,['Meow']
0BiCBmFOv64,0.0,10.0,['Scratching_(performance technique)']
0BtXezW-VGI,10.0,20.0,['Cheering']
0BwiOU6alvQ,0.0,10.0,['Bark']
0BzKPzhMkM4,0.0,10.0,['Bark']
0C9fVyjYmfw,30.0,40.0,['Meow']
0C9gS5tZYUE,50.0,60.0,['Scratching_(performance technique)']
0CRPp8k4wEo,30.0,40.0,['Bark']
0CT140pu8gc,30.0,40.0,['Fireworks']
0CYxiRkfVhw,30.0,40.0,['Bark']
0D4dOQgFwqg,140.0,150.0,['Church_bell']
0DX11ZZ4mUw,30.0,40.0,['Meow']
0Dg6yn12MUU,40.0,50.0,['Scratching_(performance technique)']
0Dh4NhF27jc,140.0,150.0,['Cough']
0DsEk0BD7ak,510.0,520.0,['Church_bell']
0Dsj7uXhs-8,440.0,450.0,['Church_bell']
0DtJdRFPmS4,30.0,40.0,['Meow']
0E45FnSXYjc,90.0,100.0,['Scratching_(performance technique)']
0E6Uaq_e6OA,20.0,30.0,['Meow']
0E82FHMpTBA,200.0,210.0,['Cheering']
0EGpbwyUgOc,15.0,25.0,['Cheering']
0ES5i4nwdGk,0.0,9.0,['Meow']
0E_9l6cOHwE,30.0,40.0,['Meow']
0EaxcUhZWe8,40.0,50.0,['Cough']
0EcfL54lGUA,30.0,40.0,['Cheering']
0F06QDlG8nY,60.0,70.0,['Cheering']
0F40MJSfsDw,30.0,40.0,['Meow']
0F7yaWNgTGg,30.0,40.0,['Meow']
0F8srmjGqtA,30.0,40.0,['Meow']
0FBFWPKJNIU,250.0,260.0,['Church_bell']
0FWL8ljUSv0,29.0,39.0,['Bark']
0Ft06J1FdAo,420.0,430.0,['Cheering']
0Fym_Eo51p0,15.0,25.0,['Meow']
0G-Qx3Gv01s,0.0,8.0,['Meow']
0G3_nl1buRY,0.0,10.0,['Shatter']
0GPOuYwbghw,30.0,40.0,['Meow']
0GQX-4tVJnU,190.0,200.0,['Scratching_(performance technique)']
0GSewxWplyU,400.0,410.0,['Shout']
0Gggc7Vz7TI,10.0,20.0,['Bark']
0GnvsN_8_Sk,3.0,13.0,['Meow']
0GzDmD6HeF8,20.0,30.0,['Meow']
0H3D8l3LyXI,220.0,230.0,['Doorbell']
