filename,onset,offset,event_label
10028_mix.wav,0.2818125,1.4090624999999999,Fireworks
10028_mix.wav,1.440375,2.2231875,Meow
10028_mix.wav,2.7555,3.820125,Camera
10028_mix.wav,5.1665625,6.012,Meow
10028_mix.wav,7.6089375,8.579625,Shatter
10029_mix.wav,2.7555,3.694875,Church_bell
10029_mix.wav,8.1099375,8.8614375,Meow
10030_mix.wav,2.9120624999999998,4.822125,Fireworks
10031_mix.wav,0.187875,1.1272499999999999,Camera
10031_mix.wav,2.9746875,3.9140625,Cough
10031_mix.wav,5.072625,6.012,Fireworks
10031_mix.wav,7.6089375,8.5483125,Fireworks
10032_mix.wav,2.6302499999999998,3.2878125,Cough
10032_mix.wav,7.1079375,8.1099375,Camera
10033_mix.wav,0.4070625,1.5343125,Shatter
10033_mix.wav,4.571625,6.4816875,Cough
10033_mix.wav,8.078625,9.2371875,Cough
10034_mix.wav,0.939375,1.87875,Fireworks
10034_mix.wav,3.820125,4.7908125,Burping_and_eructation
10034_mix.wav,7.452375,8.3604375,Shatter
10034_mix.wav,8.39175,8.9240625,Fireworks
10034_mix.wav,8.955375,9.331125,Camera
10035_mix.wav,1.62825,2.6302499999999998,Camera
10035_mix.wav,5.448375,6.0433125,Fireworks
10036_mix.wav,0.2191875,2.1605625,Doorbell
10036_mix.wav,3.0999375,3.88275,Shout
10036_mix.wav,5.0413125,6.012,Church_bell
10036_mix.wav,7.7655,8.6735625,Bark
10037_mix.wav,1.3151249999999999,2.0353125,Fireworks
10037_mix.wav,2.066625,3.2878125,Bark
10037_mix.wav,4.4150625,5.38575,Cough
10037_mix.wav,6.7948125,8.7675,Church_bell
10038_mix.wav,1.1272499999999999,2.0979375,Fireworks
10038_mix.wav,3.6009375,4.5403125,Fireworks
10038_mix.wav,7.452375,9.39375,Bark
10039_mix.wav,0.814125,1.690875,Meow
10039_mix.wav,4.3524375,4.8534375,Cough
10039_mix.wav,7.2645,8.2978125,Doorbell
10040_mix.wav,1.0333125,3.006,Camera
10040_mix.wav,3.444375,5.3544375,Shout
10040_mix.wav,7.515,8.6109375,Scratching_(performance_technique)
10041_mix.wav,0.25049999999999994,0.43837499999999996,Cheering
10041_mix.wav,0.4696874999999999,1.2211874999999999,Church_bell
10041_mix.wav,2.7241874999999998,3.694875,Cough
10041_mix.wav,5.3544375,6.2938125,Camera
10041_mix.wav,7.7655,8.7988125,Cheering
10042_mix.wav,0.8767499999999999,1.87875,Scratching_(performance_technique)
10042_mix.wav,4.195875,6.1685625,Shout
10042_mix.wav,7.452375,8.6735625,Burping_and_eructation
10043_mix.wav,0.2818125,1.002,Shatter
10043_mix.wav,3.88275,4.9786875,Bark
10043_mix.wav,7.953375,9.9260625,Cheering
10044_mix.wav,0.313125,1.1585625,Fireworks
10044_mix.wav,5.2918125,7.2645,Bark
10045_mix.wav,0.09393750000000001,0.6575624999999999,Shout
10045_mix.wav,0.688875,2.1605625,Cheering
10045_mix.wav,2.9746875,3.88275,Cheering
10045_mix.wav,5.7928125,6.5443125,Cheering
10045_mix.wav,6.575625,7.3584375,Shatter
10045_mix.wav,7.89075,8.7361875,Doorbell
10045_mix.wav,8.7675,9.7695,Scratching_(performance_technique)
10046_mix.wav,0.5323125,1.690875,Meow
10046_mix.wav,8.329125,8.955375,Fireworks
10047_mix.wav,0.4070625,1.2211874999999999,Scratching_(performance_technique)
10047_mix.wav,1.2525,1.87875,Shatter
10047_mix.wav,1.9100625,2.3484375,Bark
10047_mix.wav,2.9746875,3.9140625,Meow
10047_mix.wav,5.7301874999999995,6.325125,Cough
10048_mix.wav,0.501,1.816125,Camera
10048_mix.wav,2.9746875,3.7888125,Camera
10048_mix.wav,5.4796875,7.452375,Church_bell
10048_mix.wav,7.828125,8.7361875,Cough
10049_mix.wav,0.187875,2.12925,Shatter
10049_mix.wav,2.9120624999999998,4.1019375,Cough
10049_mix.wav,4.13325,5.4170625,Meow
10049_mix.wav,5.448375,6.012,Shout
10050_mix.wav,1.189875,3.1625625,Shout
10050_mix.wav,3.5383125,5.511,Bark
10050_mix.wav,6.826125,7.7655,Burping_and_eructation
10051_mix.wav,0.1565625,1.2525,Bark
10051_mix.wav,5.197875,6.1685625,Shatter
10052_mix.wav,0.5636249999999999,1.4716875,Bark
10052_mix.wav,4.7595,5.573625,Bark
10052_mix.wav,7.201875,9.0493125,Scratching_(performance_technique)
10053_mix.wav,0.7828125,2.7868125,Fireworks
10053_mix.wav,3.507,4.13325,Camera
10054_mix.wav,0.37575000000000003,2.3484375,Bark
10054_mix.wav,6.7635,8.7361875,Fireworks
10055_mix.wav,0.187875,1.0959375,Shatter
10055_mix.wav,3.068625,3.7888125,Shatter
10055_mix.wav,5.0413125,7.2958125,Cough
10055_mix.wav,8.078625,9.7695,Cough
10056_mix.wav,1.690875,2.88075,Shout
10056_mix.wav,3.2565,4.070625,Church_bell
10056_mix.wav,7.201875,7.9220625,Cheering
10056_mix.wav,7.953375,8.8614375,Doorbell
10057_mix.wav,1.87875,2.88075,Meow
10057_mix.wav,5.1665625,6.1059375,Fireworks
10058_mix.wav,2.692875,3.6635625,Meow
10058_mix.wav,5.8554375,6.826125,Scratching_(performance_technique)
10059_mix.wav,0.187875,1.1585625,Fireworks
10059_mix.wav,3.006,4.9786875,Cheering
10059_mix.wav,5.01,6.0433125,Shout
10059_mix.wav,7.828125,8.6735625,Cough
10060_mix.wav,1.1272499999999999,3.1625625,Scratching_(performance_technique)
10060_mix.wav,4.1645625,5.13525,Cheering
10060_mix.wav,5.573625,6.4190625,Cheering
10060_mix.wav,6.450375,7.2958125,Shout
10060_mix.wav,7.9220625,8.7988125,Scratching_(performance_technique)
10061_mix.wav,0.5323125,1.440375,Fireworks
10061_mix.wav,4.6655625,5.1665625,Fireworks
10061_mix.wav,5.573625,6.13725,Burping_and_eructation
10061_mix.wav,7.201875,8.1099375,Cough
10062_mix.wav,1.1272499999999999,3.13125,Shatter
10062_mix.wav,3.694875,4.7908125,Shatter
10062_mix.wav,7.7655,8.579625,Burping_and_eructation
10063_mix.wav,0.501,0.814125,Scratching_(performance_technique)
10063_mix.wav,1.2525,2.191875,Bark
10063_mix.wav,3.006,4.63425,Cheering
10063_mix.wav,5.2291875,6.199875,Bark
10063_mix.wav,7.828125,8.7988125,Fireworks
10064_mix.wav,0.37575000000000003,1.565625,Cough
10064_mix.wav,2.567625,4.509,Cheering
10064_mix.wav,5.323125,6.38775,Cough
10064_mix.wav,7.7968125,9.7695,Meow
10065_mix.wav,0.2191875,1.1272499999999999,Cheering
10065_mix.wav,2.88075,3.8514375,Meow
10065_mix.wav,5.13525,7.076625,Church_bell
10065_mix.wav,7.702875,8.1099375,Doorbell
10065_mix.wav,8.6735625,9.1745625,Shatter
10065_mix.wav,9.205875,9.64425,Camera
10066_mix.wav,0.5949375,1.565625,Church_bell
10066_mix.wav,4.008,5.01,Doorbell
10066_mix.wav,7.7655,9.4876875,Bark
10067_mix.wav,1.2838125,2.442375,Cheering
10067_mix.wav,4.070625,5.9806875,Bark
10067_mix.wav,7.9846875,9.957375,Cheering
10068_mix.wav,1.9100625,3.0999375,Doorbell
10068_mix.wav,5.38575,6.3564375,Fireworks
10069_mix.wav,0.09393750000000001,1.2211874999999999,Cough
10069_mix.wav,1.2525,2.066625,Burping_and_eructation
10069_mix.wav,2.692875,4.6655625,Camera
10069_mix.wav,5.3544375,6.325125,Church_bell
10069_mix.wav,7.5463125,8.517,Fireworks
10070_mix.wav,0.5636249999999999,1.503,Bark
10070_mix.wav,8.955375,9.6755625,Doorbell
10071_mix.wav,0.12525,1.565625,Fireworks
10071_mix.wav,6.7948125,7.7655,Fireworks
10072_mix.wav,0.09393750000000001,0.9706874999999999,Fireworks
10072_mix.wav,4.3524375,5.2918125,Cheering
10072_mix.wav,5.323125,6.2938125,Shout
10072_mix.wav,7.1705625,8.1099375,Cough
10073_mix.wav,0.4696874999999999,1.565625,Shout
10073_mix.wav,3.4756875,5.323125,Fireworks
10073_mix.wav,7.89075,9.832125,Bark
10074_mix.wav,0.09393750000000001,1.0333125,Shatter
10074_mix.wav,2.7241874999999998,3.38175,Burping_and_eructation
10074_mix.wav,3.4130625,4.6655625,Camera
10074_mix.wav,7.702875,8.64225,Shout
10075_mix.wav,0.7828125,2.7868125,Cheering
10075_mix.wav,4.13325,4.9160625,Scratching_(performance_technique)
10075_mix.wav,7.452375,8.4230625,Fireworks
10075_mix.wav,8.454375,9.456375,Cheering
10076_mix.wav,0.37575000000000003,1.3464375,Fireworks
10076_mix.wav,1.7848125,2.317125,Shatter
10076_mix.wav,6.951375,7.9220625,Doorbell
10077_mix.wav,1.3151249999999999,2.2858125,Fireworks
10077_mix.wav,3.4756875,4.6655625,Cough
10077_mix.wav,4.696875,5.4170625,Burping_and_eructation
10077_mix.wav,6.9200625,8.8614375,Scratching_(performance_technique)
10078_mix.wav,0.25049999999999994,2.2231875,Fireworks
10078_mix.wav,5.072625,6.0433125,Fireworks
10078_mix.wav,6.8574375,7.7968125,Shout
10079_mix.wav,1.1272499999999999,2.0979375,Scratching_(performance_technique)
10079_mix.wav,3.569625,4.5403125,Fireworks
10079_mix.wav,7.577625,8.2978125,Shout
10080_mix.wav,0.1565625,0.6575624999999999,Burping_and_eructation
10080_mix.wav,0.688875,1.37775,Shout
10080_mix.wav,2.692875,4.947375,Cough
10080_mix.wav,5.323125,6.0433125,Cough
10080_mix.wav,7.6715625,9.64425,Cheering
10081_mix.wav,0.187875,1.37775,Doorbell
10081_mix.wav,1.4090624999999999,2.2231875,Cheering
10081_mix.wav,2.7868125,4.6655625,Bark
10081_mix.wav,5.511,6.4816875,Cough
10081_mix.wav,7.9220625,9.8634375,Shout
10082_mix.wav,2.317125,3.0373125,Fireworks
10082_mix.wav,6.4190625,7.577625,Meow
10083_mix.wav,0.501,1.3464375,Bark
10083_mix.wav,1.8474375,2.4110625,Meow
10083_mix.wav,2.442375,3.507,Shout
10083_mix.wav,5.197875,6.074625,Bark
10083_mix.wav,7.7968125,9.7695,Fireworks
10084_mix.wav,0.4696874999999999,1.3151249999999999,Cough
10084_mix.wav,2.5989375,4.571625,Fireworks
10084_mix.wav,5.2918125,6.2625,Church_bell
10084_mix.wav,7.702875,8.6735625,Shout
10085_mix.wav,0.2191875,2.191875,Cheering
10085_mix.wav,2.88075,4.0393125,Meow
10085_mix.wav,4.070625,4.8534375,Doorbell
10085_mix.wav,5.448375,6.4190625,Cheering
10085_mix.wav,7.953375,8.9240625,Church_bell
10086_mix.wav,0.2191875,0.9080625,Meow
10086_mix.wav,4.13325,5.197875,Shatter
10086_mix.wav,6.826125,8.6735625,Scratching_(performance_technique)
10087_mix.wav,0.2818125,2.2545,Cheering
10087_mix.wav,2.943375,3.88275,Camera
10087_mix.wav,5.072625,6.2311875,Shout
10087_mix.wav,7.828125,9.7695,Cheering
10088_mix.wav,0.501,2.2231875,Shatter
10088_mix.wav,3.507,5.448375,Cheering
10088_mix.wav,6.7948125,7.4210625,Meow
10088_mix.wav,7.452375,8.579625,Shout
10089_mix.wav,0.062625,1.064625,Scratching_(performance_technique)
10089_mix.wav,2.8494375,4.4776875,Shout
10089_mix.wav,5.3544375,7.327125,Shatter
10089_mix.wav,7.702875,7.9220625,Meow
10089_mix.wav,7.953375,8.6735625,Burping_and_eructation
10090_mix.wav,0.814125,2.7555,Meow
10090_mix.wav,4.13325,5.1039375,Burping_and_eructation
10090_mix.wav,6.9200625,7.7968125,Fireworks
10091_mix.wav,0.8767499999999999,1.7848125,Camera
10091_mix.wav,4.6029375,5.573625,Shout
10091_mix.wav,7.9220625,9.8634375,Bark
10092_mix.wav,0.313125,2.2858125,Fireworks
10092_mix.wav,2.9120624999999998,4.8534375,Cough
10092_mix.wav,5.6675625,7.4210625,Shatter
10092_mix.wav,7.9846875,9.018,Shatter
10093_mix.wav,6.513,7.7655,Scratching_(performance_technique)
10094_mix.wav,0.187875,1.1585625,Meow
10094_mix.wav,1.565625,2.1605625,Cheering
10094_mix.wav,2.692875,3.6635625,Scratching_(performance_technique)
10094_mix.wav,5.4796875,6.012,Cough
10094_mix.wav,6.7635,7.452375,Camera
10094_mix.wav,8.329125,8.8614375,Fireworks
10095_mix.wav,0.62625,1.4090624999999999,Cough
10095_mix.wav,4.008,5.9806875,Cheering
10095_mix.wav,7.9220625,8.9240625,Meow
10096_mix.wav,0.8454375,2.6615625,Fireworks
10096_mix.wav,3.694875,5.4170625,Church_bell
10096_mix.wav,7.327125,9.832125,Scratching_(performance_technique)
10097_mix.wav,3.006,4.2898125,Cough
10097_mix.wav,5.2291875,6.199875,Camera
10098_mix.wav,1.2525,3.1625625,Fireworks
10098_mix.wav,6.951375,7.7655,Cough
10099_mix.wav,1.5969375,2.567625,Fireworks
10099_mix.wav,6.700875,7.6715625,Bark
10099_mix.wav,8.329125,8.8614375,Bark
10100_mix.wav,1.1585625,2.0979375,Meow
10100_mix.wav,3.694875,5.6675625,Church_bell
10100_mix.wav,7.2331875,8.6735625,Camera
10101_mix.wav,0.9706874999999999,1.941375,Fireworks
10101_mix.wav,3.6635625,4.446375,Meow
10101_mix.wav,5.7928125,6.9200625,Shout
10101_mix.wav,7.577625,9.8008125,Shout
10102_mix.wav,1.064625,2.4110625,Shatter
10102_mix.wav,4.3524375,5.6362499999999995,Meow
10102_mix.wav,6.1685625,7.0453125,Cough
10102_mix.wav,7.64025,9.6129375,Scratching_(performance_technique)
10103_mix.wav,1.189875,1.5343125,Meow
10103_mix.wav,1.565625,2.5363125,Shout
10103_mix.wav,2.567625,3.193875,Cough
10103_mix.wav,5.88675,6.63825,Shatter
10104_mix.wav,0.12525,1.4090624999999999,Fireworks
10104_mix.wav,1.440375,2.0979375,Shout
10104_mix.wav,3.6009375,4.1019375,Cough
10104_mix.wav,7.2331875,8.2978125,Camera
10105_mix.wav,1.0959375,1.7848125,Meow
10105_mix.wav,1.816125,2.317125,Scratching_(performance_technique)
10105_mix.wav,6.7948125,7.953375,Meow
10106_mix.wav,0.187875,1.189875,Cough
10106_mix.wav,2.8494375,3.2878125,Shout
10106_mix.wav,5.13525,6.9200625,Scratching_(performance_technique)
10106_mix.wav,7.953375,8.89275,Fireworks
10107_mix.wav,4.070625,4.9786875,Camera
10107_mix.wav,7.014,7.6715625,Bark
10108_mix.wav,0.8454375,1.3464375,Camera
10108_mix.wav,3.38175,4.4150625,Meow
10108_mix.wav,7.452375,8.4230625,Meow
10109_mix.wav,1.9726875000000001,2.943375,Camera
10109_mix.wav,5.072625,6.012,Fireworks
10110_mix.wav,1.189875,3.1625625,Cheering
10110_mix.wav,4.2585,5.2291875,Shout
10110_mix.wav,7.2331875,9.2371875,Cough
10111_mix.wav,0.09393750000000001,0.9080625,Shatter
10111_mix.wav,3.2565,6.513,Shatter
10111_mix.wav,7.014,7.9846875,Cheering
10112_mix.wav,0.501,1.4090624999999999,Camera
10112_mix.wav,4.1019375,5.072625,Burping_and_eructation
10112_mix.wav,7.9220625,9.7381875,Scratching_(performance_technique)
10113_mix.wav,0.09393750000000001,1.0333125,Shatter
10113_mix.wav,1.064625,2.2858125,Shout
10113_mix.wav,5.13525,6.951375,Bark
10114_mix.wav,0.4696874999999999,2.442375,Camera
10114_mix.wav,3.444375,4.4776875,Scratching_(performance_technique)
10114_mix.wav,7.452375,9.5503125,Cough
10115_mix.wav,0.12525,0.62625,Camera
10115_mix.wav,1.2838125,1.9726875000000001,Fireworks
10115_mix.wav,4.321125,4.8534375,Camera
10115_mix.wav,5.2291875,6.1685625,Camera
10115_mix.wav,8.2351875,9.205875,Shout
10116_mix.wav,1.3464375,2.317125,Bark
10116_mix.wav,2.8181249999999998,3.319125,Shout
10116_mix.wav,7.64025,8.6109375,Meow
10117_mix.wav,1.1272499999999999,1.6595625,Cough
10117_mix.wav,4.2585,5.5423124999999995,Cough
10117_mix.wav,7.327125,8.2978125,Camera
10118_mix.wav,2.8494375,4.822125,Cheering
10118_mix.wav,7.828125,8.7675,Cough
10119_mix.wav,0.939375,1.440375,Camera
10119_mix.wav,2.6615625,3.7888125,Bark
10119_mix.wav,5.4796875,6.3564375,Fireworks
10119_mix.wav,6.38775,9.9260625,Scratching_(performance_technique)
10120_mix.wav,0.062625,2.004,Doorbell
10120_mix.wav,2.567625,3.6009375,Church_bell
10120_mix.wav,3.63225,4.5403125,Doorbell
10120_mix.wav,5.197875,6.13725,Shatter
10120_mix.wav,8.0473125,9.5503125,Fireworks
10121_mix.wav,0.4070625,1.1585625,Fireworks
10121_mix.wav,2.8181249999999998,3.7888125,Cough
10121_mix.wav,5.448375,7.4210625,Cough
10121_mix.wav,7.7968125,8.7361875,Meow
10122_mix.wav,2.943375,3.9766874999999997,Scratching_(performance_technique)
10122_mix.wav,6.2311875,7.1705625,Bark
10123_mix.wav,0.43837499999999996,2.1605625,Fireworks
10123_mix.wav,2.7868125,3.38175,Church_bell
10123_mix.wav,5.13525,5.7928125,Meow
10123_mix.wav,5.8241249999999996,6.4816875,Cheering
10123_mix.wav,6.513,7.1079375,Fireworks
10123_mix.wav,7.7341875,8.830125,Scratching_(performance_technique)
10124_mix.wav,0.1565625,1.1272499999999999,Scratching_(performance_technique)
10124_mix.wav,6.2938125,8.1099375,Fireworks
10125_mix.wav,0.313125,1.2838125,Bark
10125_mix.wav,3.4756875,5.448375,Cheering
10125_mix.wav,8.7675,9.8008125,Bark
10126_mix.wav,0.09393750000000001,0.8454375,Cheering
10126_mix.wav,0.8767499999999999,2.066625,Doorbell
10126_mix.wav,2.6302499999999998,3.9140625,Shatter
10126_mix.wav,5.323125,6.2938125,Scratching_(performance_technique)
10126_mix.wav,7.6089375,8.579625,Church_bell
10127_mix.wav,1.064625,2.0353125,Fireworks
10127_mix.wav,4.63425,6.6069375,Cheering
10127_mix.wav,8.016,9.957375,Cheering
10128_mix.wav,2.317125,2.9120624999999998,Shout
10128_mix.wav,2.943375,4.195875,Scratching_(performance_technique)
10129_mix.wav,0.7201875,2.0979375,Church_bell
10129_mix.wav,2.12925,2.6615625,Doorbell
10129_mix.wav,3.4756875,4.2271875,Scratching_(performance_technique)
10129_mix.wav,4.2585,5.448375,Cheering
10129_mix.wav,7.0453125,7.828125,Fireworks
10129_mix.wav,7.8594375,8.6109375,Cough
10130_mix.wav,2.692875,4.5403125,Scratching_(performance_technique)
10130_mix.wav,7.4210625,8.4230625,Church_bell
10131_mix.wav,0.062625,2.004,Cough
10131_mix.wav,2.6302499999999998,3.63225,Fireworks
10131_mix.wav,5.0413125,5.6049375,Cough
10131_mix.wav,7.5463125,8.0473125,Camera
10132_mix.wav,1.440375,2.4110625,Meow
10132_mix.wav,6.074625,7.014,Church_bell
10133_mix.wav,0.814125,1.7848125,Scratching_(performance_technique)
10133_mix.wav,7.014,7.7968125,Cough
10133_mix.wav,7.828125,8.955375,Burping_and_eructation
10134_mix.wav,0.34443749999999995,2.4110625,Scratching_(performance_technique)
10134_mix.wav,2.88075,3.3504375,Shout
10134_mix.wav,5.072625,7.076625,Shout
10134_mix.wav,7.515,7.953375,Camera
10135_mix.wav,0.5636249999999999,1.9726875000000001,Meow
10135_mix.wav,7.4836875,9.4250625,Fireworks
10136_mix.wav,0.03131249999999999,0.9706874999999999,Church_bell
10136_mix.wav,4.696875,5.5423124999999995,Scratching_(performance_technique)
10136_mix.wav,5.573625,6.63825,Shout
10136_mix.wav,7.5463125,8.4856875,Cough
10137_mix.wav,0.12525,1.5343125,Meow
10137_mix.wav,1.565625,2.0353125,Cough
10137_mix.wav,3.006,4.0393125,Scratching_(performance_technique)
10137_mix.wav,5.511,6.450375,Shatter
10137_mix.wav,7.8594375,8.5483125,Meow
10138_mix.wav,0.1565625,0.9080625,Bark
10138_mix.wav,2.9746875,3.88275,Meow
10138_mix.wav,5.072625,6.2311875,Cheering
10138_mix.wav,6.2625,7.2331875,Bark
10138_mix.wav,7.9846875,9.957375,Burping_and_eructation
10139_mix.wav,2.317125,3.7888125,Camera
10139_mix.wav,3.820125,4.4150625,Fireworks
10139_mix.wav,5.9806875,7.0453125,Fireworks
10139_mix.wav,7.076625,7.577625,Bark
10139_mix.wav,7.6089375,7.8594375,Meow
10139_mix.wav,8.3604375,9.2685,Bark
10140_mix.wav,0.4070625,2.191875,Cough
10140_mix.wav,2.6615625,3.6009375,Cough
10140_mix.wav,5.2291875,7.0453125,Fireworks
10140_mix.wav,7.9220625,9.1119375,Camera
10140_mix.wav,9.14325,9.8634375,Fireworks
10141_mix.wav,0.062625,1.0333125,Cheering
10141_mix.wav,2.567625,3.945375,Cough
10141_mix.wav,5.4796875,6.012,Shatter
10141_mix.wav,7.9846875,8.6109375,Burping_and_eructation
10141_mix.wav,8.64225,9.9260625,Cough
10142_mix.wav,1.2211874999999999,2.191875,Cheering
10142_mix.wav,6.2311875,7.201875,Fireworks
10143_mix.wav,0.12525,2.0979375,Cheering
10143_mix.wav,2.7555,3.6635625,Fireworks
10143_mix.wav,5.511,6.4816875,Cheering
10143_mix.wav,7.953375,8.64225,Doorbell
10144_mix.wav,0.37575000000000003,2.0353125,Cheering
10144_mix.wav,2.066625,4.446375,Scratching_(performance_technique)
10144_mix.wav,5.448375,6.38775,Meow
10144_mix.wav,7.6089375,8.5483125,Fireworks
10145_mix.wav,0.187875,1.5343125,Shout
10145_mix.wav,1.565625,2.004,Bark
10145_mix.wav,2.8181249999999998,4.7908125,Bark
10145_mix.wav,5.1665625,6.13725,Bark
10145_mix.wav,7.5463125,9.519,Scratching_(performance_technique)
10146_mix.wav,0.939375,1.7848125,Meow
10146_mix.wav,4.571625,5.6049375,Shout
10146_mix.wav,7.515,8.2665,Cheering
10147_mix.wav,1.816125,2.4736875,Cough
10147_mix.wav,2.8494375,4.9786875,Fireworks
10147_mix.wav,5.01,5.6049375,Church_bell
10147_mix.wav,5.6362499999999995,6.9826875,Meow
10147_mix.wav,7.7655,9.1745625,Shatter
10148_mix.wav,5.4170625,5.9180625,Bark
10149_mix.wav,2.4110625,3.319125,Fireworks
10149_mix.wav,5.323125,7.2958125,Cheering
10150_mix.wav,0.12525,1.064625,Fireworks
10150_mix.wav,6.63825,8.6109375,Cough
10151_mix.wav,0.9706874999999999,1.941375,Church_bell
10151_mix.wav,5.01,6.012,Shatter
10151_mix.wav,7.515,8.1099375,Burping_and_eructation
10152_mix.wav,0.939375,1.8474375,Scratching_(performance_technique)
10152_mix.wav,3.4756875,4.6029375,Burping_and_eructation
10152_mix.wav,6.88875,7.8594375,Fireworks
10153_mix.wav,3.193875,3.88275,Cough
10153_mix.wav,5.573625,6.2938125,Fireworks
10153_mix.wav,6.325125,6.6695625,Burping_and_eructation
10154_mix.wav,0.12525,1.6595625,Camera
10154_mix.wav,2.6302499999999998,3.6009375,Camera
10154_mix.wav,5.511,6.7321875,Cough
10154_mix.wav,7.8594375,9.64425,Shatter
10155_mix.wav,0.7828125,1.690875,Shatter
10155_mix.wav,7.201875,8.2665,Scratching_(performance_technique)
10156_mix.wav,0.187875,1.5343125,Meow
10156_mix.wav,2.5363125,2.9746875,Cough
10156_mix.wav,3.006,3.507,Cheering
